,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
9480052,2,2017-01-31 10:16:17,2017-01-31 10:25:15,2,0.98,1,N,230,233,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
6218008,1,2017-01-13 22:23:13,2017-01-13 22:33:03,3,1.2,1,N,211,249,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
3011420,1,2017-01-02 13:45:18,2017-01-02 13:58:01,1,7.6,1,N,48,244,1,22.0,0.0,0.5,4.55,0.0,0.3,27.35
7005255,2,2017-01-24 10:18:38,2017-01-24 10:26:13,1,0.84,1,N,161,170,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49
5695317,2,2017-01-12 12:50:11,2017-01-12 12:54:44,1,0.71,1,N,263,141,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8913822,1,2017-01-22 16:26:31,2017-01-22 16:48:12,1,3.3,1,N,142,137,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
1594374,2,2017-01-06 01:03:37,2017-01-06 01:13:09,1,2.16,1,N,48,249,1,9.0,0.5,0.5,2.58,0.0,0.3,12.88
3678050,1,2017-01-04 20:45:22,2017-01-04 20:54:51,1,1.8,1,N,230,249,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
5945085,1,2017-01-13 06:48:37,2017-01-13 06:52:00,2,0.9,1,N,170,107,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
768545,2,2017-01-16 18:39:39,2017-01-16 18:46:41,1,1.57,1,N,50,68,1,7.5,1.0,0.5,1.4,0.0,0.3,10.7
7582506,2,2017-01-25 23:37:03,2017-01-25 23:49:40,1,2.5,1,N,186,141,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3
852819,1,2017-01-17 06:11:35,2017-01-17 06:18:02,1,2.5,1,N,249,161,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
2865701,2,2017-01-08 20:59:35,2017-01-08 21:02:01,1,0.79,1,N,148,232,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25
2490836,2,2017-01-07 18:14:22,2017-01-07 18:30:12,2,1.1,1,N,48,186,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
264768,1,2017-01-14 20:07:32,2017-01-14 20:14:34,3,0.7,1,N,163,48,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
3500754,1,2017-01-04 10:16:44,2017-01-04 10:23:40,1,0.9,1,N,236,236,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
8697088,2,2017-01-28 20:46:07,2017-01-28 20:51:39,6,0.78,1,N,114,158,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
6802112,1,2017-01-23 18:57:08,2017-01-23 19:19:31,1,3.7,1,N,170,261,1,16.0,1.0,0.5,4.45,0.0,0.3,22.25
8320031,1,2017-01-27 23:31:08,2017-01-27 23:44:34,1,2.3,1,N,170,249,1,11.0,0.5,0.5,1.23,0.0,0.3,13.53
5064291,2,2017-01-10 12:02:56,2017-01-10 12:08:32,1,0.61,1,N,90,249,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
154945,1,2017-01-01 03:35:55,2017-01-01 03:48:19,1,2.2,1,N,170,148,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3
2076923,2,2017-01-19 14:03:43,2017-01-19 14:12:52,1,1.35,1,N,163,186,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0
6903457,1,2017-01-24 02:12:48,2017-01-24 02:22:11,1,2.2,1,N,74,159,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
7534595,2,2017-01-25 20:58:55,2017-01-25 21:11:29,3,1.45,1,N,79,90,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8
6327987,2,2017-01-14 08:42:30,2017-01-14 08:56:10,1,4.62,1,N,263,79,1,15.5,0.0,0.5,3.0,0.0,0.3,19.3
7599812,1,2017-01-26 01:55:26,2017-01-26 02:21:13,1,4.7,1,N,158,232,1,21.5,0.5,0.5,2.0,0.0,0.3,24.8
6623563,2,2017-01-23 08:31:53,2017-01-23 08:46:11,1,0.46,1,N,229,162,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
66144,1,2017-01-01 14:38:02,2017-01-01 14:58:31,1,3.1,1,N,140,100,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3
8863015,2,2017-01-22 14:10:22,2017-01-22 14:20:50,1,4.81,1,N,87,162,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
6016459,2,2017-01-13 11:33:36,2017-01-13 11:50:52,1,1.08,1,N,142,230,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
6978903,1,2017-01-24 08:48:09,2017-01-24 08:57:44,1,0.9,1,N,137,90,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
6387035,1,2017-01-14 12:16:31,2017-01-14 12:22:42,1,1.1,1,N,263,140,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49
231824,1,2017-01-14 18:26:46,2017-01-14 18:42:15,1,2.6,1,N,239,140,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
6902993,1,2017-01-24 01:59:26,2017-01-24 02:01:52,1,0.6,1,N,142,48,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3
7777101,2,2017-01-26 15:20:09,2017-01-26 15:30:22,1,1.72,1,N,142,186,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
4982222,2,2017-01-10 07:42:45,2017-01-10 08:11:42,2,11.31,1,N,230,138,1,34.5,0.0,0.5,7.0,5.54,0.3,47.84
2386088,2,2017-01-07 12:26:25,2017-01-07 12:42:25,1,3.23,1,N,263,145,1,13.5,0.0,0.5,2.8,0.0,0.3,17.1
5643358,1,2017-01-12 09:25:49,2017-01-12 09:34:00,1,1.7,1,N,158,68,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
1081976,1,2017-01-17 19:23:32,2017-01-17 19:32:44,1,0.9,1,N,230,142,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
1866864,2,2017-01-06 11:28:38,2017-01-06 11:52:32,2,3.01,1,N,140,186,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
2806065,1,2017-01-08 17:13:39,2017-01-08 17:26:40,1,2.2,1,N,236,142,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
1727979,1,2017-01-19 07:00:28,2017-01-19 07:35:04,1,17.0,2,N,264,264,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
3370394,2,2017-01-03 19:22:14,2017-01-03 19:38:03,2,1.97,1,N,161,234,1,11.5,1.0,0.5,2.66,0.0,0.3,15.96
9245134,2,2017-01-30 14:35:57,2017-01-30 14:50:06,6,2.29,1,N,249,230,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
3070672,1,2017-01-02 17:26:28,2017-01-02 17:28:15,1,0.3,1,N,263,141,1,3.5,1.0,0.5,1.05,0.0,0.3,6.35
61577,2,2017-01-01 14:16:33,2017-01-01 14:24:14,5,1.39,1,N,246,68,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8035332,1,2017-01-27 09:37:04,2017-01-27 09:40:48,1,0.8,1,N,137,137,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
4376648,1,2017-01-21 01:19:38,2017-01-21 01:34:54,1,3.9,1,N,232,80,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75
6452529,1,2017-01-14 14:52:03,2017-01-14 15:00:26,1,1.4,1,N,249,186,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
1556449,2,2017-01-05 22:06:18,2017-01-05 22:10:48,1,0.8,1,N,162,170,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
673221,1,2017-01-01 20:29:26,2017-01-01 20:32:38,1,0.4,1,N,75,75,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36
6335688,1,2017-01-14 09:27:32,2017-01-14 09:33:52,1,1.6,1,N,100,142,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
9029635,2,2017-01-29 17:43:23,2017-01-29 17:58:51,1,1.93,1,N,107,158,1,11.5,0.0,0.5,1.84,0.0,0.3,16.09
8639894,1,2017-01-29 13:18:55,2017-01-29 13:41:26,1,2.7,1,N,24,163,1,16.0,0.0,0.5,1.5,0.0,0.3,18.3
4950470,2,2017-01-10 01:00:30,2017-01-10 01:10:10,1,1.87,1,N,68,224,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
7977407,1,2017-01-27 05:18:24,2017-01-27 05:29:34,1,4.1,1,N,151,161,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3
9569183,2,2017-01-31 16:00:33,2017-01-31 16:06:59,1,0.65,1,N,163,48,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
3400447,2,2017-01-03 21:31:46,2017-01-03 21:39:52,2,1.36,1,N,163,100,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1338160,2,2017-01-18 13:43:16,2017-01-18 13:54:06,3,1.38,1,N,164,79,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
4120646,2,2017-01-20 11:04:55,2017-01-20 11:16:26,5,1.33,1,N,237,230,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
4495184,2,2017-01-22 08:20:17,2017-01-22 08:28:46,1,2.15,1,N,140,230,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
8155333,2,2017-01-27 16:05:17,2017-01-27 16:09:24,2,0.44,1,N,238,238,1,4.5,1.0,0.5,1.58,0.0,0.3,7.88
9203709,2,2017-01-30 11:39:54,2017-01-30 11:50:32,2,1.72,1,N,170,170,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
4477034,1,2017-01-21 11:27:58,2017-01-21 11:44:14,1,4.4,1,N,261,164,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
5388688,2,2017-01-11 12:06:13,2017-01-11 12:31:15,1,3.58,1,N,140,68,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
8309630,1,2017-01-27 23:01:10,2017-01-27 23:07:31,1,1.2,1,N,264,264,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
3272377,2,2017-01-03 13:32:30,2017-01-03 13:36:58,1,0.81,1,N,238,238,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2334804,1,2017-01-07 09:51:01,2017-01-07 09:57:05,1,1.5,1,N,181,25,1,7.0,0.0,0.5,2.3,0.0,0.3,10.1
7698241,2,2017-01-26 10:19:00,2017-01-26 10:35:36,5,1.9,1,N,164,158,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
6782942,2,2017-01-23 18:02:31,2017-01-23 18:14:12,3,0.87,1,N,41,166,1,8.0,1.0,0.5,2.45,0.0,0.3,12.25
5771736,2,2017-01-12 17:33:34,2017-01-12 17:48:31,1,2.71,1,N,151,48,1,12.0,1.0,0.5,2.76,0.0,0.3,16.56
4359862,1,2017-01-21 00:15:25,2017-01-21 00:30:20,1,2.8,1,Y,249,87,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95
4446033,2,2017-01-21 09:59:58,2017-01-21 10:03:03,5,0.46,1,N,231,13,1,4.0,0.0,0.5,1.44,0.0,0.3,6.24
2176362,1,2017-01-06 22:29:28,2017-01-06 22:37:35,1,2.0,1,N,142,151,1,8.5,0.5,0.5,1.76,0.0,0.3,11.56
7130395,1,2017-01-24 17:46:43,2017-01-24 17:59:50,1,1.0,1,N,141,237,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
6171836,2,2017-01-13 20:06:36,2017-01-13 20:11:02,2,0.88,1,N,24,166,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
120600,2,2017-01-01 01:55:22,2017-01-01 02:00:20,1,0.97,1,N,49,97,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
244950,2,2017-01-14 19:05:34,2017-01-14 19:11:08,1,1.12,1,N,137,79,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
7265821,2,2017-01-25 06:29:41,2017-01-25 06:40:11,2,4.25,1,N,181,13,1,14.0,0.0,0.5,4.07,5.54,0.3,26.36
4676345,1,2017-01-21 21:41:18,2017-01-21 22:03:13,3,6.5,1,N,144,238,1,23.0,0.5,0.5,4.85,0.0,0.3,29.15
5299615,1,2017-01-11 08:13:26,2017-01-11 08:15:46,2,0.5,1,N,141,262,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
6078691,1,2017-01-13 15:29:19,2017-01-13 15:33:29,1,0.8,1,N,239,143,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
2956216,1,2017-01-02 09:04:07,2017-01-02 09:05:32,1,0.4,1,N,162,170,1,3.5,0.0,0.5,0.85,0.0,0.3,5.15
9555936,1,2017-01-31 15:10:09,2017-01-31 15:26:38,1,1.8,1,N,161,234,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
6932389,2,2017-01-24 06:28:17,2017-01-24 06:36:48,1,1.57,1,N,143,230,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
4835336,1,2017-01-09 17:17:42,2017-01-09 17:22:14,2,0.6,1,N,68,68,1,5.0,1.0,0.5,1.25,0.0,0.3,8.05
5457873,1,2017-01-11 16:31:55,2017-01-11 16:41:14,1,1.0,1,N,162,100,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
902402,1,2017-01-17 09:16:34,2017-01-17 09:23:14,1,0.8,1,N,237,142,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
7560916,1,2017-01-25 22:19:16,2017-01-25 22:44:48,2,5.2,1,N,79,146,1,20.5,0.5,0.5,4.35,0.0,0.3,26.15
1975871,1,2017-01-06 16:50:48,2017-01-06 17:03:53,1,1.6,1,N,249,137,1,9.5,1.0,0.5,2.8,0.0,0.3,14.1
1018299,2,2017-01-17 16:04:09,2017-01-17 16:07:02,6,0.25,1,N,161,162,1,4.0,1.0,0.5,0.0,0.0,0.3,5.8
3066978,2,2017-01-02 17:12:05,2017-01-02 17:23:36,1,2.52,1,N,161,249,1,10.5,0.0,0.5,1.0,0.0,0.3,12.3
1329486,1,2017-01-18 13:10:22,2017-01-18 13:24:18,1,2.7,1,N,141,107,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
5753304,2,2017-01-12 16:24:20,2017-01-12 16:38:39,1,1.48,1,N,161,186,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16
3790870,2,2017-01-05 08:08:05,2017-01-05 08:17:52,1,1.21,1,N,186,161,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
9521485,1,2017-01-31 13:00:08,2017-01-31 13:04:38,1,0.7,1,N,90,68,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
841192,2,2017-01-17 01:15:28,2017-01-17 01:35:50,1,5.14,1,N,239,116,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3
2799978,1,2017-01-08 16:53:54,2017-01-08 17:05:14,1,1.3,1,N,229,137,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
4829067,1,2017-01-09 16:54:54,2017-01-09 17:12:09,1,1.7,1,N,140,142,1,10.0,1.0,0.5,2.35,0.0,0.3,14.15
9633074,2,2017-01-31 19:31:55,2017-01-31 19:43:20,5,1.57,1,N,137,48,1,9.0,1.0,0.5,2.7,0.0,0.3,13.5
6801913,1,2017-01-23 18:56:34,2017-01-23 19:06:59,1,2.7,1,N,87,4,1,10.5,1.0,0.5,2.45,0.0,0.3,14.75
7497326,2,2017-01-25 19:08:49,2017-01-25 19:20:46,1,2.11,1,N,151,42,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
3298969,1,2017-01-03 15:09:13,2017-01-03 15:18:09,1,0.8,1,N,231,12,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
276741,1,2017-01-14 20:52:28,2017-01-14 20:58:40,1,1.1,1,N,161,170,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
9095838,2,2017-01-29 22:30:18,2017-01-29 22:31:45,1,0.35,1,N,234,186,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0
6604200,1,2017-01-23 07:23:40,2017-01-23 07:30:37,1,0.7,1,N,161,230,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
121988,2,2017-01-01 01:59:07,2017-01-01 02:17:09,1,3.12,1,N,90,231,1,14.5,0.5,0.5,0.0,0.0,0.3,15.8
194108,1,2017-01-01 00:31:17,2017-01-01 00:39:04,4,1.5,1,N,163,141,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
3395697,2,2017-01-03 21:10:24,2017-01-03 21:24:14,2,2.34,1,N,100,140,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3
2332012,1,2017-01-07 09:40:18,2017-01-07 09:46:19,1,1.2,1,N,264,264,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
7031865,1,2017-01-24 12:01:03,2017-01-24 12:08:17,1,0.5,1,N,13,231,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
8177885,1,2017-01-29 10:27:30,2017-01-29 10:38:19,2,2.7,1,N,113,50,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55
6590378,1,2017-01-23 06:04:42,2017-01-23 06:04:45,1,9.6,1,N,233,233,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3
7750897,2,2017-01-26 13:48:11,2017-01-26 13:58:40,5,0.98,1,N,234,90,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2387800,1,2017-01-07 12:32:11,2017-01-07 12:41:00,2,1.6,1,N,142,50,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8439699,2,2017-01-28 10:46:44,2017-01-28 11:06:21,1,2.26,1,N,186,161,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
6243334,2,2017-01-13 23:37:40,2017-01-13 23:48:54,6,2.9,1,N,142,236,1,11.5,0.5,0.5,3.84,0.0,0.3,16.64
9569839,1,2017-01-31 16:03:14,2017-01-31 16:05:07,1,0.3,1,N,229,229,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
9708678,1,2017-01-31 23:51:00,2017-01-31 23:55:39,2,1.3,1,N,186,249,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
7499598,1,2017-01-25 19:14:57,2017-01-25 19:27:03,1,1.3,1,N,230,68,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95
9438670,2,2017-01-31 07:58:21,2017-01-31 08:17:10,5,1.24,1,N,186,161,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96
2953865,2,2017-01-02 08:43:20,2017-01-02 08:48:32,1,1.12,1,N,142,161,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
5652466,1,2017-01-12 09:59:12,2017-01-12 10:01:32,2,0.6,1,N,211,249,1,4.0,0.0,0.5,2.0,0.0,0.3,6.8
7802558,1,2017-01-26 16:54:36,2017-01-26 17:02:09,1,0.8,1,N,163,161,1,6.5,1.0,0.5,1.25,0.0,0.3,9.55
7574216,2,2017-01-25 23:02:02,2017-01-25 23:12:05,2,2.22,1,N,161,68,1,9.0,0.5,0.5,2.58,0.0,0.3,12.88
1782779,2,2017-01-19 09:36:59,2017-01-19 09:49:44,1,1.33,1,N,43,163,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
6471072,2,2017-01-16 03:03:55,2017-01-16 03:09:51,3,1.65,1,N,24,152,1,7.0,0.5,0.5,2.49,0.0,0.3,10.79
3282631,2,2017-01-03 14:10:22,2017-01-03 14:20:08,5,1.47,1,N,158,211,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8580402,2,2017-01-28 17:48:43,2017-01-28 18:26:52,2,1.47,1,N,163,230,1,21.5,0.0,0.5,5.58,0.0,0.3,27.88
5181106,1,2017-01-10 19:04:53,2017-01-10 19:09:19,1,1.0,1,N,107,170,1,5.5,1.0,0.5,1.45,0.0,0.3,8.75
3401243,2,2017-01-03 21:35:14,2017-01-03 21:45:58,5,1.32,1,N,230,162,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
4341338,2,2017-01-20 23:13:34,2017-01-20 23:29:55,1,7.76,1,N,138,236,1,23.5,0.5,0.5,9.1,5.54,0.3,39.44
5532198,1,2017-01-11 20:30:50,2017-01-11 21:03:55,1,10.4,1,N,236,49,1,33.5,0.5,0.5,6.0,0.0,0.3,40.8
9527397,1,2017-01-31 13:24:28,2017-01-31 13:34:28,1,0.9,1,N,229,162,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
9558461,1,2017-01-31 15:19:08,2017-01-31 15:28:29,2,0.9,1,N,163,161,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
952296,2,2017-01-17 12:11:34,2017-01-17 12:32:54,2,2.44,1,N,79,87,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
9138639,1,2017-01-30 07:24:33,2017-01-30 07:32:21,1,1.3,1,N,141,162,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
7962458,1,2017-01-27 01:25:27,2017-01-27 01:40:05,1,4.5,1,N,231,142,1,15.5,0.5,0.5,3.35,0.0,0.3,20.15
8401470,1,2017-01-28 07:12:47,2017-01-28 07:20:43,1,2.5,1,N,48,249,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
6114642,1,2017-01-13 17:35:36,2017-01-13 17:39:34,1,0.5,1,N,90,234,1,4.5,1.0,0.5,1.25,0.0,0.3,7.55
7500375,2,2017-01-25 19:17:03,2017-01-25 19:41:50,2,3.31,1,N,48,113,1,16.5,1.0,0.5,3.66,0.0,0.3,21.96
7116907,2,2017-01-24 16:59:42,2017-01-24 17:25:14,1,7.97,1,N,264,264,1,25.5,1.0,0.5,5.46,0.0,0.3,32.76
2796362,2,2017-01-08 16:42:04,2017-01-08 16:46:31,1,0.96,1,N,75,263,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2632771,1,2017-01-08 02:18:29,2017-01-08 02:24:35,2,1.6,1,N,170,141,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
3963492,2,2017-01-19 22:12:58,2017-01-19 22:18:20,3,0.9,1,N,50,230,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
89312,1,2017-01-01 17:04:36,2017-01-01 17:13:48,1,2.6,1,N,137,232,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
1503616,2,2017-01-05 20:00:53,2017-01-05 20:14:11,1,2.61,1,N,144,246,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
8879709,1,2017-01-23 04:51:59,2017-01-23 04:58:12,1,1.4,1,N,186,161,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
4013641,2,2017-01-20 01:57:18,2017-01-20 02:13:28,2,4.89,1,N,230,226,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3
4940350,1,2017-01-09 23:31:20,2017-01-09 23:34:46,1,0.7,1,N,148,232,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
5028072,2,2017-01-10 10:13:13,2017-01-10 10:44:20,5,9.97,1,N,43,138,2,31.5,0.0,0.5,0.0,5.54,0.3,37.84
1996491,2,2017-01-06 17:51:15,2017-01-06 17:58:39,1,1.13,1,N,113,68,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
1256156,2,2017-01-18 08:45:23,2017-01-18 08:58:05,1,2.01,1,N,186,114,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
503195,1,2017-01-15 15:20:04,2017-01-15 15:42:48,1,5.6,1,N,239,211,1,20.5,0.0,0.5,0.0,0.0,0.3,21.3
9706062,1,2017-01-31 23:35:18,2017-01-31 23:46:01,1,2.9,1,N,125,33,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75
8451509,2,2017-01-28 11:29:47,2017-01-28 11:31:47,1,0.58,1,N,262,236,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
9473050,1,2017-01-31 09:50:39,2017-01-31 10:05:44,1,1.5,1,N,236,141,1,11.0,0.0,0.5,1.18,0.0,0.3,12.98
8394926,2,2017-01-28 05:21:17,2017-01-28 05:25:17,1,1.26,1,N,137,162,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1423498,2,2017-01-18 18:14:33,2017-01-18 18:25:36,1,1.15,1,N,162,186,1,8.5,1.0,0.5,3.09,0.0,0.3,13.39
6180133,2,2017-01-13 20:30:49,2017-01-13 20:43:34,1,4.16,1,N,263,137,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
5481853,2,2017-01-11 17:59:38,2017-01-11 18:27:47,1,3.15,1,N,113,237,2,18.0,1.0,0.5,0.0,0.0,0.3,19.8
9000968,1,2017-01-22 23:08:22,2017-01-22 23:28:51,1,9.0,1,N,138,162,1,27.5,0.5,0.5,5.75,0.0,0.3,34.55
9305538,2,2017-01-30 18:16:01,2017-01-30 18:27:35,1,1.38,1,N,140,237,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96
9350893,2,2017-01-30 20:37:41,2017-01-30 20:47:28,2,1.22,1,N,229,237,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0
8503479,1,2017-01-28 14:11:34,2017-01-28 14:15:03,1,0.8,1,N,264,264,1,4.5,0.0,0.5,0.79,0.0,0.3,6.09
4430350,2,2017-01-21 08:36:53,2017-01-21 08:40:48,6,0.87,1,N,116,152,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
4280331,1,2017-01-20 19:55:44,2017-01-20 20:09:48,2,1.4,1,N,161,186,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
8063591,2,2017-01-27 10:49:03,2017-01-27 10:58:07,6,2.27,1,N,24,142,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
5279010,1,2017-01-11 06:58:49,2017-01-11 07:00:27,1,0.6,1,N,239,238,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
8792566,2,2017-01-16 14:42:25,2017-01-16 15:26:41,1,17.99,2,N,132,230,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
9649463,1,2017-01-31 20:22:43,2017-01-31 20:35:30,1,1.6,1,N,237,186,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
8791554,2,2017-01-29 01:32:46,2017-01-29 01:44:18,1,1.75,1,N,144,234,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
6665318,1,2017-01-23 10:33:28,2017-01-23 10:52:23,1,1.4,1,N,230,234,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3
1417741,2,2017-01-18 17:57:29,2017-01-18 18:07:05,2,0.83,1,N,158,249,1,7.5,1.0,0.5,2.79,0.0,0.3,12.09
7402139,1,2017-01-25 14:20:36,2017-01-25 14:36:31,1,4.4,1,N,50,13,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8
8063553,2,2017-01-27 10:48:54,2017-01-27 11:04:55,1,1.7,1,N,107,144,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
4659367,2,2017-01-21 20:37:38,2017-01-21 20:43:06,1,0.93,1,N,24,238,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
9345344,1,2017-01-30 20:18:46,2017-01-30 20:24:26,1,1.0,1,N,113,68,1,6.0,0.5,0.5,1.1,0.0,0.3,8.4
8271466,1,2017-01-27 21:12:59,2017-01-27 21:27:33,1,3.1,1,N,236,137,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55
8708843,1,2017-01-28 21:25:26,2017-01-28 21:45:56,1,4.2,1,N,45,48,1,17.0,0.5,0.5,5.45,0.0,0.3,23.75
8449086,2,2017-01-28 11:20:38,2017-01-28 11:28:54,1,1.2,1,N,186,107,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8987153,2,2017-01-22 21:48:08,2017-01-22 21:55:26,1,2.03,1,N,170,211,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8
